reference,Centrale,inverter.name,Invertername Corrected,Inverter num,inverter.serial,inverter.model,inverter.data.address,enabled,puissance Nominale (kW)
P000187,Gobbini Thopaudor ,Onduleur 1 (104.5 kWc),Onduleur 1,1,104740004,LTI/LTI/PVM 450-100,192.168.36.240,True,104.5
P000187,Gobbini Thopaudor ,Onduleur 2 (73.92 kWc),Onduleur 2,2,104740012,LTI/LTI/PVM 450-068,192.168.36.240,True,73.92
P000187,Gobbini Thopaudor ,Onduleur 3 (66 kWc),Onduleur 3,3,105040043,LTI/LTI/PVM 450-068,192.168.36.240,True,66.0
P000187,Gobbini Thopaudor ,Onduleur 4 (55.44 kWc),Onduleur 4,4,104340125,LTI/LTI/PVM 450-047,192.168.36.240,True,55.44
P000187,Gobbini Thopaudor ,Onduleur 5 (57.2 kWc),Onduleur 5,5,104340164,LTI/LTI/PVM 450-047,192.168.36.240,True,57.2
P000187,Gobbini Thopaudor ,Onduleur 6 (108.68 kWc),Onduleur 6,6,104340119,LTI/LTI/PVM 450-100,192.168.36.240,True,108.68
P000187,Gobbini Thopaudor ,Onduleur 7 (66 kWc),Onduleur 7,7,110240072,LTI/LTI/PVM 450-068,192.168.36.240,True,66.0
P000187,Gobbini Thopaudor ,Onduleur 8 (73.92 kWc),Onduleur 8,8,104340126,LTI/LTI/PVM 450-068,192.168.36.240,True,73.92
P000187,Gobbini Thopaudor ,Onduleur 9 (110 kWc),Onduleur 9,9,101350383,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000276,Ferme du Layon,Onduleur 1,Onduleur 1,1,111540054,LTI/LTI/PVM 450-100,192.168.36.110,True,108.68
P000276,Ferme du Layon,Onduleur 2,Onduleur 2,2,113040005,LTI/LTI/PVM 450-047,192.168.36.126,True,48.4
P000305,Surya Toulouse,Onduleur 1,Onduleur 1,1,onduleur1,DELTA/DELTA/M88H,onduleur1,True,101.2
P000307,Irradiance Cornus,Onduleur Bergerie (33 kWc), Bergerie,1,110340008,LTI/LTI/PVM 450-033,192.168.36.206,True,33.44
P000307,Irradiance Cornus,Onduleur Bât 1 neuf, Bât 1 neuf,2,104340048,LTI/LTI/PVM 450-047,192.168.36.164,True,44.0
P000307,Irradiance Cornus,Onduleur Bât 3 , Bât 3 ,3,111140056,LTI/LTI/PVM 450-047,192.168.36.106,True,48.4
P000327,Cogevi,"PLC 1 Ond 01 - BJ 4/9 (104,88 kWc)",PLC 1 Ond 01 - BJ 4/9,1,105040055,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 02 - BJ 5/8 (104,88 kWc)",PLC 1 Ond 02 - BJ 5/8,2,110240140,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 03 - BJ 2/11 (104,88 kWc)",PLC 1 Ond 03 - BJ 2/11,3,10504006301,LTI/LTI/PVM 450-100,10504006301,True,
P000327,Cogevi,"PLC 1 Ond 03 - BJ 2/11* (104,88 kWc)",PLC 1 Ond 03 - BJ 2/11*,4,105040063,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 03 - BJ 2/11** (104,88 kWc)",PLC 1 Ond 03 - BJ 2/11**,5,105010063,LTI/LTI/PVM 450-100,105010063,True,
P000327,Cogevi,"PLC 1 Ond 04 - BJ 1/12 (104,88 kWc)",PLC 1 Ond 04 - BJ 1/12,6,110240142,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 05 - BJ 17/18 (104,88 kWc)",PLC 1 Ond 05 - BJ 17/18,7,104740007,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 06 - BJ 3/10 (104,88 kWc)",PLC 1 Ond 06 - BJ 3/10,8,112350382,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 07 - BJ 15/16 (104,88 kWc)",PLC 1 Ond 07 - BJ 15/16,9,112040078,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 08 - BJ 14/23 (104,88 kWc)",PLC 1 Ond 08 - BJ 14/23,10,111540075,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 09 - BJ 6/7 (104,88 kWc)",PLC 1 Ond 09 - BJ 6/7,11,104740008,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 1 Ond 10 - BJ 13/24 (104,88 kWc)",PLC 1 Ond 10 - BJ 13/24,12,105040058,LTI/LTI/PVM 450-100,192.168.0.151,True,104.88
P000327,Cogevi,"PLC 2 Ond 01 - BJ 21/28 (104,88 kWc)",PLC 2 Ond 01 - BJ 21/28,13,104740001,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 02 - BJ 20/29 (104,88 kWc)",PLC 2 Ond 02 - BJ 20/29,14,105040059,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 03 - BJ 26/35 (104,88 kWc)",PLC 2 Ond 03 - BJ 26/35,15,104340123,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 04 - BJ 37/38 (104,88 kWc)",PLC 2 Ond 04 - BJ 37/38,16,113040042,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 05 - BJ 19/30 (104,88 kWc)",PLC 2 Ond 05 - BJ 19/30,17,104340103,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 06 - BJ 34/39 (104,88 kWc)",PLC 2 Ond 06 - BJ 34/39,18,112040144,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 07 - BJ 22/27 (104,88 kWc)",PLC 2 Ond 07 - BJ 22/27,19,105040033,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 08 - BJ 33/40 (104,88 kWc)",PLC 2 Ond 08 - BJ 33/40,20,105040056,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 09 - BJ 31/32 (104,88 kWc)",PLC 2 Ond 09 - BJ 31/32,21,112040076,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 2 Ond 10 - BJ 25/36 (104,88 kWc)",PLC 2 Ond 10 - BJ 25/36,22,104340086,LTI/LTI/PVM 450-100,192.168.0.152,True,104.88
P000327,Cogevi,"PLC 3 Ond 01 - BJ 45/52 (104,88 kWc)",PLC 3 Ond 01 - BJ 45/52,23,112040141,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 02 - BJ 44/53 (104,88 kWc)",PLC 3 Ond 02 - BJ 44/53,24,104640042,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 03 - BJ 47/50 (104,88 kWc)",PLC 3 Ond 03 - BJ 47/50,25,104640037,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 04 - BJ 43/54 (104,88 kWc)",PLC 3 Ond 04 - BJ 43/54,26,112040100,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 05 - BJ 48/49 (104,88 kWc)",PLC 3 Ond 05 - BJ 48/49,27,105040060,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 06 - BJ 57/58 (104,88 kWc)",PLC 3 Ond 06 - BJ 57/58,28,113040043,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 07 - BJ 46/51 (104,88 kWc)",PLC 3 Ond 07 - BJ 46/51,29,104740005,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 08 - BJ 55/56 (104,88 kWc)",PLC 3 Ond 08 - BJ 55/56,30,110240154,LTI/LTI/PVM 450-100,192.168.0.153,True,
P000327,Cogevi,"PLC 3 Ond 09 - BJ 59/60 (104,88 kWc)",PLC 3 Ond 09 - BJ 59/60,31,105040029,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 3 Ond 10 - BJ 41/42 (104,88 kWc)",PLC 3 Ond 10 - BJ 41/42,32,113040047,LTI/LTI/PVM 450-100,192.168.0.153,True,104.88
P000327,Cogevi,"PLC 4 Ond 1 - BJ 64/69 (104,88 kWc)",PLC 4 Ond 1 - BJ 64/69,33,104640039,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 10 - BJ 61/72 (104,88 kWc)",PLC 4 Ond 10 - BJ 61/72,34,110240146,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 2 - BJ 65/38 (104,88 kWc)",PLC 4 Ond 2 - BJ 65/38,35,104640043,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 3 - BJ 77/78 (104,88 kWc)",PLC 4 Ond 3 - BJ 77/78,36,104740002,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 4 - BJ 66/67 (104,88 kWc)",PLC 4 Ond 4 - BJ 66/67,37,110240134,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 5 - BJ 73/84 (104,88 kWc)",PLC 4 Ond 5 - BJ 73/84,38,105040028,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 6 - BJ 75/76 (104,88 kWc)",PLC 4 Ond 6 - BJ 75/76,39,112040148,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 7 - BJ 63/70 (104,88 kWc)",PLC 4 Ond 7 - BJ 63/70,40,104340099,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 8 - BJ 74/83 (104,88 kWc)",PLC 4 Ond 8 - BJ 74/83,41,112040151,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 4 Ond 9 - BJ 62/71 (104,88 kWc)",PLC 4 Ond 9 - BJ 62/71,42,104340108,LTI/LTI/PVM 450-100,192.168.0.154,True,104.88
P000327,Cogevi,"PLC 5 Ond 1 - BJ 81/88 (104,88 kWc)",PLC 5 Ond 1 - BJ 81/88,43,110240141,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 10 - BJ 85/96 (104,88 kWc)",PLC 5 Ond 10 - BJ 85/96,44,104340110,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 2 - BJ 82/87 (104,88 kWc)",PLC 5 Ond 2 - BJ 82/87,45,104640045,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 3 - BJ 80/89 (104,88 kWc)",PLC 5 Ond 3 - BJ 80/89,46,112040006,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 4 - BJ 80/89 (104,88 kWc)",PLC 5 Ond 4 - BJ 80/89,47,104740006,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 5 - BJ 79/90 (104,88 kWc)",PLC 5 Ond 5 - BJ 79/90,48,112040140,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 6 - BJ 94/99 (104,88 kWc)",PLC 5 Ond 6 - BJ 94/99,49,104640040,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 7 - BJ 93/100 (104,88 kWc)",PLC 5 Ond 7 - BJ 93/100,50,112040146,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 8 - BJ 86/95 (104,88 kWc)",PLC 5 Ond 8 - BJ 86/95,51,110240136,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 5 Ond 9 - BJ 97/98 (104,88 kWc)",PLC 5 Ond 9 - BJ 97/98,52,104340092,LTI/LTI/PVM 450-100,192.168.0.155,True,104.88
P000327,Cogevi,"PLC 6 Ond 01 - BJ 102/103 (104,88 kWc)",PLC 6 Ond 01 - BJ 102/103,53,112040150,LTI/LTI/PVM 450-100,112040150,True,104.88
P000327,Cogevi,"PLC 6 Ond 02 - BJ 107/108 (104,88 kWc)",PLC 6 Ond 02 - BJ 107/108,54,105040031,LTI/LTI/PVM 450-100,105040031,True,104.88
P000327,Cogevi,"PLC 6 Ond 03 - BJ 101/104 (104,88 kWc)",PLC 6 Ond 03 - BJ 101/104,55,104340087,LTI/LTI/PVM 450-100,104340087,True,104.88
P000327,Cogevi,"PLC 6 Ond 04 - BJ 105/106 (104,88 kWc)",PLC 6 Ond 04 - BJ 105/106,56,104640044,LTI/LTI/PVM 450-100,104640044,True,104.88
P000327,Cogevi,"PLC 6 Ond 05 - BJ 109/114 (78,66 kWc)",PLC 6 Ond 05 - BJ 109/114,57,112040033,LTI/LTI/PVM 450-068,112040033,True,78.66
P000327,Cogevi,"PLC 6 Ond 06 - BJ 110/113 (78,66 kWc)",PLC 6 Ond 06 - BJ 110/113,58,110240076,LTI/LTI/PVM 450-068,110240076,True,78.66
P000327,Cogevi,"PLC 6 Ond 07- BJ 111/112 (78,66 kWc)",PLC 6 Ond 07- BJ 111/112,59,112040028,LTI/LTI/PVM 450-068,112040028,True,78.66
P000360,Biocoop,Onduleur 1,Onduleur 1,1,onduleur1,DELTA/DELTA/M88H,onduleur1,True,101.2
P000360,Biocoop,Onduleur 2,Onduleur 2,2,onduleur2,DELTA/DELTA/M88H,onduleur2,True,43.2
P000364,Fruid'Agen (O),Onduleur 1,Onduleur 1,1,onduleur1,HUAWEI/HUAWEI/SUN2000-40KTL-M3,onduleur1,True,101.2
P000364,Fruid'Agen (O),Onduleur 2,Onduleur 2,2,onduleur2,HUAWEI/HUAWEI/SUN2000-40KTL-M3,onduleur2,True,43.2
P000364,Fruid'Agen (O),Onduleur 3,Onduleur 3,3,onduleur3,HUAWEI/HUAWEI/SUN2000-40KTL-M3,onduleur3,True,35.64
P000372,Sun Valley,PLC1-Ond01-110 kWc,PLC1-Ond01,1,102840263,LTI/LTI/PVM 450-100,192.168.36.241,True,110.0
P000372,Sun Valley,PLC1-Ond02-114 kWc,PLC1-Ond02,2,102740284,LTI/LTI/PVM 450-100,192.168.36.241,True,110.0
P000372,Sun Valley,PLC1-Ond03-105.6 kWc,PLC1-Ond03,3,102740001,LTI/LTI/PVM 450-100,192.168.36.241,True,105.6
P000372,Sun Valley,PLC1-Ond04-110 kWc,PLC1-Ond04,4,102740149,LTI/LTI/PVM 450-100,192.168.36.241,True,110.0
P000372,Sun Valley,PLC1-Ond05-114.4 kWc,PLC1-Ond05,5,102740157,LTI/LTI/PVM 450-100,192.168.36.241,True,114.4
P000372,Sun Valley,PLC1-Ond06-114.4 kWc,PLC1-Ond06,6,102840027,LTI/LTI/PVM 450-100,192.168.36.241,True,114.4
P000372,Sun Valley,PLC2-Ond07-110 kWc,PLC2-Ond07,7,102840264,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000372,Sun Valley,PLC2-Ond08-110 kWc,PLC2-Ond08,8,103540019,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000372,Sun Valley,PLC2-Ond09-110 kWc,PLC2-Ond09,9,102740143,LTI/LTI/PVM 450-100,192.168.36.240,True,110.0
P000372,Sun Valley,PLC2-Ond10-114.4 kWc,PLC2-Ond10,10,102840248,LTI/LTI/PVM 450-100,192.168.36.240,True,114.4
P000372,Sun Valley,PLC2-Ond11-114.4 kWc,PLC2-Ond11,11,102740226,LTI/LTI/PVM 450-100,192.168.36.240,True,114.4
P000372,Sun Valley,PLC2-Ond12-30.8 kWc,PLC2-Ond12,12,102840244,LTI/LTI/PVM 450-033,192.168.36.240,True,30.8
P000374,Habitat Solaire,Onduleur 1,Onduleur 1,1,onduleur1,SUNGROW/SUNGROW/SG110CX,onduleur1,True,101.2
P000374,Habitat Solaire,Onduleur 2,Onduleur 2,2,onduleur2,SUNGROW/SUNGROW/SG110CX,onduleur2,True,43.2
P000385,Stockage Usine Prod,Onduleur 1 Production 1,Onduleur 1 Production 1,1,091850441,LTI/LTI/PVM 450-100,10.10.4.3,True,114.48
P000385,Stockage Usine Prod,Onduleur 2,Onduleur 2,2,092450021,LTI/LTI/PVM 450-047,10.10.4.3,True,57.96
P000385,Stockage Usine Prod,Onduleur 3,Onduleur 3,3,092450022,LTI/LTI/PVM 450-047,10.10.4.3,True,57.96
P000385,Stockage Usine Prod,Onduleur 4 Production 2,Onduleur 4 Production 2,4,091850444,LTI/LTI/PVM 450-033,10.10.4.3,True,38.16
P000385,Stockage Usine Prod,Onduleur 5 Stockage 1,Onduleur 5 Stockage 1,5,092350037,LTI/LTI/PVM 450-100,10.10.4.3,True,115.5
P000385,Stockage Usine Prod,Onduleur 6 Stockage 2,Onduleur 6 Stockage 2,6,091850440,LTI/LTI/PVM 450-100,10.10.4.3,True,115.5
P000387,LycÃ©e Restat,"Onduleur 01 (77,28 kWc)",Onduleur 1,1,112040027,LTI/LTI/PVM 450-068,192.168.36.242,True,77.28
P000387,LycÃ©e Restat,"Onduleur 02 (83,03 kWc)",Onduleur 2,2,104340132,LTI/LTI/PVM 450-068,192.168.36.241,True,83.03
P000387,LycÃ©e Restat,"Onduleur 03 (56,81 kWc)",Onduleur 3,3,110240095,LTI/LTI/PVM 450-047,192.168.36.241,True,56.81
P000387,LycÃ©e Restat,"Onduleur 04 (77,28 kWc)",Onduleur 4,4,104340131,LTI/LTI/PVM 450-068,192.168.36.242,True,77.28
P000387,LycÃ©e Restat,"Onduleur 05 (105,8 kWc)",Onduleur 5,5,112040090,LTI/LTI/PVM 450-100,192.168.36.241,True,105.8
P000387,LycÃ©e Restat,"Onduleur 06 (115,92 kWc)",Onduleur 6,6,112040082,LTI/LTI/PVM 450-100,192.168.36.241,True,115.92
P000387,LycÃ©e Restat,"Onduleur 07 (115,92 kWc)",Onduleur 7,7,112040081,LTI/LTI/PVM 450-100,192.168.36.242,True,115.92
P000387,LycÃ©e Restat,"Onduleur 08 (115,92 kWc)",Onduleur 8,8,112040094,LTI/LTI/PVM 450-100,192.168.36.241,True,115.92
P000387,LycÃ©e Restat,"Onduleur 09 (115,92 kWc)",Onduleur 9,9,111540077,LTI/LTI/PVM 450-100,192.168.36.242,True,115.92
P000387,LycÃ©e Restat,"Onduleur 10 (115,92 kWc)",Onduleur 10,10,113040044,LTI/LTI/PVM 450-100,192.168.36.241,True,115.92
P000387,LycÃ©e Restat,"Onduleur 11 (77,28 kWc)",Onduleur 11,11,112040024,LTI/LTI/PVM 450-068,192.168.36.242,True,77.28
P000398,Trackers Reden,Onduleur 1,Onduleur 1,1,21010729676TGB901868Ó3,HUAWEI/HUAWEI/SUN2000-10KTL,21010729676TGB901868Ó3,True,11.73
P000398,Trackers Reden,Onduleur 3,Onduleur 3,3,300644,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,300644,True,11.73
P000398,Trackers Reden,Onduleur 4,Onduleur 4,4,135934,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,135934,True,11.73
P000406,Extension Usine,Onduleur 1,Onduleur 1,1,104340060,LTI/LTI/PVM 450-100,192.168.36.246,True,99.225
P000411,Mairie de Ria,Onduleur 2,Onduleur 2,2,onduleur2,HUAWEI/HUAWEI/SUN2000-100KTL-M1 A,onduleur2,True,43.2
P000411,Mairie de Ria,onduleur 1,onduleur 1,1,onduleur1,HUAWEI/HUAWEI/SUN2000-30KTL-M3,onduleur1,True,101.2
P000429,Alinea 3-6,Onduleur 01,Onduleur 01,1,567854,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,567854,True,13.8
P000429,Alinea 3-6,Onduleur 02,Onduleur 02,2,623700,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,623700,True,13.8
P000429,Alinea 3-6,Onduleur 03,Onduleur 03,3,777151,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,777151,True,14.26
P000429,Alinea 3-6,Onduleur 04,Onduleur 04,4,623690,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,623690,True,14.49
P000429,Alinea 3-6,Onduleur 05,Onduleur 05,5,115192,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,115192,True,14.49
P000429,Alinea 3-6,Onduleur 06,Onduleur 06,6,653478,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,653478,True,14.49
P000429,Alinea 3-6,Onduleur 07,Onduleur 07,7,580097,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,580097,True,14.49
P000429,Alinea 3-6,Onduleur 08,Onduleur 08,8,809230,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,809230,True,14.49
P000429,Alinea 3-6,Onduleur 09,Onduleur 09,9,137509,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,137509,True,14.49
P000429,Alinea 3-6,Onduleur 10,Onduleur 10,10,690414,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,690414,True,13.8
P000429,Alinea 3-6,Onduleur 11,Onduleur 11,11,186517,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,186517,True,9.2
P000435,3 Domaines,Onduleur 1,Onduleur 1,1,101550319,LTI/LTI/PVM 450-100,192.168.36.18,True,96.6
P000451,Alinea Lectoure,PLC 1 Onduleur 1,PLC 1 Onduleur 1,1,102840262,LTI/LTI/PVM 450-100,192.168.36.240,True,115.5
P000451,Alinea Lectoure,PLC 1 Onduleur 2,PLC 1 Onduleur 2,2,102740163,LTI/LTI/PVM 450-033,192.168.36.240,True,37.62
P000451,Alinea Lectoure,PLC 1 Onduleur 3,PLC 1 Onduleur 3,3,102740234,LTI/LTI/PVM 450-100,192.168.36.240,True,108.68
P000451,Alinea Lectoure,PLC 1 Onduleur 4,PLC 1 Onduleur 4,4,102740206,LTI/LTI/PVM 450-047,192.168.36.240,True,52.8
P000451,Alinea Lectoure,PLC 1 Onduleur 5,PLC 1 Onduleur 5,5,102740236,LTI/LTI/PVM 450-100,192.168.36.240,True,101.64
P000451,Alinea Lectoure,PLC 1 Onduleur 6,PLC 1 Onduleur 6,6,103540018,LTI/LTI/PVM 450-100,192.168.36.240,True,114.4
P000459,M+ Frontignan,Onduleur 1,Onduleur 1,1,850442,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,,True,
P000459,M+ Frontignan,Onduleur 2,Onduleur 2,2,850469,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,,True,
P000459,M+ Frontignan,Onduleur 3,Onduleur 3,3,813281,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,,True,
P000459,M+ Frontignan,Onduleur 4,Onduleur 4,4,850436,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,,True,
P000459,M+ Frontignan,Onduleur 5,Onduleur 5,5,850468,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,,True,
P000459,M+ Frontignan,Onduleur 6,Onduleur 6,6,850450,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,,True,
P000461,M+ Roques,Onduleur 1,Onduleur 1,1,850443,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850443,True,11.04
P000461,M+ Roques,Onduleur 2,Onduleur 2,2,850445,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850445,True,11.73
P000461,M+ Roques,Onduleur 3,Onduleur 3,3,850460,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850460,True,11.96
P000461,M+ Roques,Onduleur 4,Onduleur 4,4,302181,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,302181,True,11.96
P000461,M+ Roques,Onduleur 5,Onduleur 5,5,850512,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850512,True,13.8
P000461,M+ Roques,Onduleur 6,Onduleur 6,6,850517,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850517,True,13.8
P000463,M+ Cornebarrieu,Onduleur 1,Onduleur 1,1,850492,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850492,True,13.8
P000463,M+ Cornebarrieu,Onduleur 2,Onduleur 2,2,850528,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850528,True,13.8
P000463,M+ Cornebarrieu,Onduleur 3,Onduleur 3,3,850530,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850530,True,14.72
P000463,M+ Cornebarrieu,Onduleur 4,Onduleur 4,4,850524,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850524,True,14.72
P000463,M+ Cornebarrieu,Onduleur 5,Onduleur 5,5,850529,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850529,True,13.8
P000463,M+ Cornebarrieu,Onduleur 6,Onduleur 6,6,976448,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,976448,True,13.8
P000463,M+ Cornebarrieu,Onduleur 7,Onduleur 7,7,850527,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850527,True,13.8
P000463,M+ Cornebarrieu,Onduleur 8,Onduleur 8,8,018322,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,018322,True,11.73
P000463,M+ Cornebarrieu,Onduleur 9,Onduleur 9,9,850473,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850473,True,11.73
P000469,M+ Portet,Onduleur 1 (13.8kWc) ,Onduleur 1,1,850513,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850513,True,13.8
P000469,M+ Portet,Onduleur 2 (11.73kWc) ,Onduleur 2,2,850461,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850461,True,11.73
P000469,M+ Portet,Onduleur 3 (11.73kWc) ,Onduleur 3,3,850470,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850470,True,11.73
P000469,M+ Portet,Onduleur 4 (11.73kWc) ,Onduleur 4,4,850438,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850438,True,11.73
P000469,M+ Portet,Onduleur 5 (11.04kWc) ,Onduleur 5,5,850435,POWER ONE/AURORA TRIO/PVI-10.0-OUTD,850435,True,11.04
P000469,M+ Portet,Onduleur 6 (13.8kWc) ,Onduleur 6,6,306313,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,306313,True,14.0
P000469,M+ Portet,Onduleur 7 (13.8kWc),Onduleur 7,7,653477,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,653477,True,13.8
P000469,M+ Portet,Onduleur 8 (13.8kWc) ,Onduleur 8,8,850510,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,850510,True,13.8
P000469,M+ Portet,"Onduleur 9 (14,26 kWc)",Onduleur 9,9,301627,POWER ONE/AURORA TRIO/PVI-12.5-OUTD,301627,True,14.26
P000471,Cave de Buzet,Onduleur 1 PLC 1 (111.09 kWc), 1 PLC 1,1,102250029,LTI/LTI/PVM 450-100,192.168.36.240,True,111.09
P000471,Cave de Buzet,Onduleur 10 PLC 2 (111.09 kWc), 10 PLC 2,10,102250032,LTI/LTI/PVM 450-100,192.168.36.241,True,111.09
P000471,Cave de Buzet,Onduleur 11 PLC 2 (32.2 kWc), 11 PLC 2,11,101650012,LTI/LTI/PVM 450-033,192.168.36.241,True,32.2
P000471,Cave de Buzet,"Onduleur 12 PLC 2 (57,96 kWc)", 12 PLC 2,12,101350396,LTI/LTI/PVM 450-047,192.168.36.241,True,57.96
